Delivery Day,Hours,"Prices
(EUR/MWh)",datetime
8/4/2023,H8,110.88,2023-08-04 08:00:00
8/4/2023,H9,114.87,2023-08-04 09:00:00
8/4/2023,H10,104.31,2023-08-04 10:00:00
8/4/2023,H11,89.03,2023-08-04 11:00:00
8/4/2023,H12,81.17,2023-08-04 12:00:00
8/4/2023,H13,74.89,2023-08-04 13:00:00
8/4/2023,H14,77.8,2023-08-04 14:00:00
8/4/2023,H15,86.3,2023-08-04 15:00:00
8/4/2023,H16,93.57,2023-08-04 16:00:00
8/4/2023,H17,134.36,2023-08-04 17:00:00
8/4/2023,H18,124.28,2023-08-04 18:00:00
8/4/2023,H19,124.62,2023-08-04 19:00:00
8/4/2023,H20,99.13,2023-08-04 20:00:00
8/4/2023,H21,129.38,2023-08-04 21:00:00
8/4/2023,H22,97.58,2023-08-04 22:00:00
8/4/2023,H23,98.07,2023-08-04 23:00:00
8/4/2023,H24,56.67,2023-08-04 00:00:00
8/5/2023,H1,103.09,2023-08-05 01:00:00
8/5/2023,H2,91.14,2023-08-05 02:00:00
8/5/2023,H3,82.4,2023-08-05 03:00:00
8/5/2023,H4,78.93,2023-08-05 04:00:00
8/5/2023,H5,92.41,2023-08-05 05:00:00
8/5/2023,H6,108.88,2023-08-05 06:00:00
8/5/2023,H7,130.77,2023-08-05 07:00:00
8/5/2023,H8,165.71,2023-08-05 08:00:00
8/5/2023,H9,179.5,2023-08-05 09:00:00
8/5/2023,H10,182.1,2023-08-05 10:00:00
8/5/2023,H11,169.08,2023-08-05 11:00:00
8/5/2023,H12,163.2,2023-08-05 12:00:00
8/5/2023,H13,168.47,2023-08-05 13:00:00
8/5/2023,H14,174.8,2023-08-05 14:00:00
8/5/2023,H15,178.22,2023-08-05 15:00:00
8/5/2023,H16,188.42,2023-08-05 16:00:00
8/5/2023,H17,185.55,2023-08-05 17:00:00
8/5/2023,H18,195.08,2023-08-05 18:00:00
8/5/2023,H19,193.56,2023-08-05 19:00:00
8/5/2023,H20,196.28,2023-08-05 20:00:00
8/5/2023,H21,180.53,2023-08-05 21:00:00
8/5/2023,H22,159.54,2023-08-05 22:00:00
8/5/2023,H23,143.16,2023-08-05 23:00:00
8/5/2023,H24,131.48,2023-08-05 00:00:00
8/6/2023,H1,109.19,2023-08-06 01:00:00
8/6/2023,H2,103.38,2023-08-06 02:00:00
8/6/2023,H3,98.28,2023-08-06 03:00:00
8/6/2023,H4,93.0,2023-08-06 04:00:00
8/6/2023,H5,92.55,2023-08-06 05:00:00
8/6/2023,H6,97.78,2023-08-06 06:00:00
8/6/2023,H7,95.67,2023-08-06 07:00:00
8/6/2023,H8,105.69,2023-08-06 08:00:00
8/6/2023,H9,112.41,2023-08-06 09:00:00
8/6/2023,H10,118.84,2023-08-06 10:00:00
8/6/2023,H11,118.5,2023-08-06 11:00:00
8/6/2023,H12,119.76,2023-08-06 12:00:00
8/6/2023,H13,115.88,2023-08-06 13:00:00
8/6/2023,H14,100.92,2023-08-06 14:00:00
8/6/2023,H15,101.3,2023-08-06 15:00:00
8/6/2023,H16,108.59,2023-08-06 16:00:00
8/6/2023,H17,120.18,2023-08-06 17:00:00
8/6/2023,H18,146.02,2023-08-06 18:00:00
8/6/2023,H19,163.25,2023-08-06 19:00:00
8/6/2023,H20,164.36,2023-08-06 20:00:00
8/6/2023,H21,137.79,2023-08-06 21:00:00
8/6/2023,H22,123.06,2023-08-06 22:00:00
8/6/2023,H23,116.43,2023-08-06 23:00:00
8/6/2023,H24,94.06,2023-08-06 00:00:00
8/7/2023,H1,110.03,2023-08-07 01:00:00
8/7/2023,H2,106.0,2023-08-07 02:00:00
8/7/2023,H3,99.6,2023-08-07 03:00:00
8/7/2023,H4,99.18,2023-08-07 04:00:00
8/7/2023,H5,98.74,2023-08-07 05:00:00
8/7/2023,H6,103.36,2023-08-07 06:00:00
8/7/2023,H7,100.0,2023-08-07 07:00:00
8/7/2023,H8,102.45,2023-08-07 08:00:00
8/7/2023,H9,101.44,2023-08-07 09:00:00
8/7/2023,H10,102.26,2023-08-07 10:00:00
8/7/2023,H11,98.53,2023-08-07 11:00:00
8/7/2023,H12,97.67,2023-08-07 12:00:00
8/7/2023,H13,96.6,2023-08-07 13:00:00
8/7/2023,H14,94.04,2023-08-07 14:00:00
8/7/2023,H15,95.01,2023-08-07 15:00:00
8/7/2023,H16,98.67,2023-08-07 16:00:00
8/7/2023,H17,106.09,2023-08-07 17:00:00
8/7/2023,H18,132.5,2023-08-07 18:00:00
8/7/2023,H19,145.0,2023-08-07 19:00:00
8/7/2023,H20,152.91,2023-08-07 20:00:00
8/7/2023,H21,144.71,2023-08-07 21:00:00
8/7/2023,H22,135.27,2023-08-07 22:00:00
8/7/2023,H23,132.9,2023-08-07 23:00:00
8/7/2023,H24,130.0,2023-08-07 00:00:00
8/8/2023,H1,103.52,2023-08-08 01:00:00
8/8/2023,H2,97.54,2023-08-08 02:00:00
8/8/2023,H3,99.92,2023-08-08 03:00:00
8/8/2023,H4,98.95,2023-08-08 04:00:00
8/8/2023,H5,101.33,2023-08-08 05:00:00
8/8/2023,H6,105.87,2023-08-08 06:00:00
8/8/2023,H7,130.0,2023-08-08 07:00:00
8/8/2023,H8,140.49,2023-08-08 08:00:00
8/8/2023,H9,141.33,2023-08-08 09:00:00
8/8/2023,H10,129.22,2023-08-08 10:00:00
8/8/2023,H11,124.83,2023-08-08 11:00:00
8/8/2023,H12,113.08,2023-08-08 12:00:00
8/8/2023,H13,112.4,2023-08-08 13:00:00
8/8/2023,H14,111.33,2023-08-08 14:00:00
8/8/2023,H15,113.23,2023-08-08 15:00:00
8/8/2023,H16,123.02,2023-08-08 16:00:00
8/8/2023,H17,129.45,2023-08-08 17:00:00
8/8/2023,H18,130.3,2023-08-08 18:00:00
8/8/2023,H19,142.87,2023-08-08 19:00:00
8/8/2023,H20,200.05,2023-08-08 20:00:00
8/8/2023,H21,200.03,2023-08-08 21:00:00
8/8/2023,H22,122.82,2023-08-08 22:00:00
8/8/2023,H23,109.9,2023-08-08 23:00:00
8/8/2023,H24,101.66,2023-08-08 00:00:00
8/9/2023,H1,93.02,2023-08-09 01:00:00
8/9/2023,H2,83.2,2023-08-09 02:00:00
8/9/2023,H3,80.23,2023-08-09 03:00:00
8/9/2023,H4,77.03,2023-08-09 04:00:00
8/9/2023,H5,83.27,2023-08-09 05:00:00
8/9/2023,H6,98.03,2023-08-09 06:00:00
8/9/2023,H7,108.89,2023-08-09 07:00:00
8/9/2023,H8,109.34,2023-08-09 08:00:00
8/9/2023,H9,106.0,2023-08-09 09:00:00
8/9/2023,H10,92.99,2023-08-09 10:00:00
8/9/2023,H11,69.21,2023-08-09 11:00:00
8/9/2023,H12,59.37,2023-08-09 12:00:00
8/9/2023,H13,59.67,2023-08-09 13:00:00
8/9/2023,H14,57.16,2023-08-09 14:00:00
8/9/2023,H15,57.57,2023-08-09 15:00:00
8/9/2023,H16,63.25,2023-08-09 16:00:00
8/9/2023,H17,70.41,2023-08-09 17:00:00
8/9/2023,H18,85.55,2023-08-09 18:00:00
8/9/2023,H19,107.49,2023-08-09 19:00:00
8/9/2023,H20,143.0,2023-08-09 20:00:00
8/9/2023,H21,140.41,2023-08-09 21:00:00
8/9/2023,H22,131.1,2023-08-09 22:00:00
8/9/2023,H23,99.79,2023-08-09 23:00:00
8/9/2023,H24,85.78,2023-08-09 00:00:00
8/10/2023,H1,103.99,2023-08-10 01:00:00
8/10/2023,H2,97.42,2023-08-10 02:00:00
8/10/2023,H3,92.12,2023-08-10 03:00:00
8/10/2023,H4,93.27,2023-08-10 04:00:00
8/10/2023,H5,97.63,2023-08-10 05:00:00
8/10/2023,H6,99.78,2023-08-10 06:00:00
8/10/2023,H7,122.41,2023-08-10 07:00:00
8/10/2023,H8,142.12,2023-08-10 08:00:00
8/10/2023,H9,138.1,2023-08-10 09:00:00
8/10/2023,H10,120.48,2023-08-10 10:00:00
8/10/2023,H11,109.18,2023-08-10 11:00:00
8/10/2023,H12,101.14,2023-08-10 12:00:00
8/10/2023,H13,95.92,2023-08-10 13:00:00
8/10/2023,H14,92.69,2023-08-10 14:00:00
8/10/2023,H15,90.28,2023-08-10 15:00:00
8/10/2023,H16,97.39,2023-08-10 16:00:00
8/10/2023,H17,99.0,2023-08-10 17:00:00
8/10/2023,H18,110.08,2023-08-10 18:00:00
8/10/2023,H19,137.0,2023-08-10 19:00:00
8/10/2023,H20,171.71,2023-08-10 20:00:00
8/10/2023,H21,195.35,2023-08-10 21:00:00
8/10/2023,H22,176.44,2023-08-10 22:00:00
8/10/2023,H23,149.3,2023-08-10 23:00:00
8/10/2023,H24,140.07,2023-08-10 00:00:00
8/11/2023,H1,108.11,2023-08-11 01:00:00
8/11/2023,H2,103.17,2023-08-11 02:00:00
8/11/2023,H3,97.25,2023-08-11 03:00:00
8/11/2023,H4,96.44,2023-08-11 04:00:00
8/11/2023,H5,99.45,2023-08-11 05:00:00
8/11/2023,H6,102.87,2023-08-11 06:00:00
8/11/2023,H7,122.4,2023-08-11 07:00:00
8/11/2023,H8,123.01,2023-08-11 08:00:00
8/11/2023,H9,118.21,2023-08-11 09:00:00
8/11/2023,H10,99.9,2023-08-11 10:00:00
8/11/2023,H11,106.91,2023-08-11 11:00:00
8/11/2023,H12,104.71,2023-08-11 12:00:00
8/11/2023,H13,100.17,2023-08-11 13:00:00
8/11/2023,H14,103.88,2023-08-11 14:00:00
8/11/2023,H15,114.85,2023-08-11 15:00:00
8/11/2023,H16,123.07,2023-08-11 16:00:00
8/11/2023,H17,126.49,2023-08-11 17:00:00
8/11/2023,H18,158.72,2023-08-11 18:00:00
8/11/2023,H19,191.12,2023-08-11 19:00:00
8/11/2023,H20,215.89,2023-08-11 20:00:00
8/11/2023,H21,188.12,2023-08-11 21:00:00
8/11/2023,H22,173.17,2023-08-11 22:00:00
8/11/2023,H23,136.32,2023-08-11 23:00:00
8/11/2023,H24,120.45,2023-08-11 00:00:00
8/12/2023,H1,103.64,2023-08-12 01:00:00
8/12/2023,H2,98.06,2023-08-12 02:00:00
8/12/2023,H3,95.93,2023-08-12 03:00:00
8/12/2023,H4,90.48,2023-08-12 04:00:00
8/12/2023,H5,91.31,2023-08-12 05:00:00
8/12/2023,H6,92.52,2023-08-12 06:00:00
8/12/2023,H7,100.37,2023-08-12 07:00:00
8/12/2023,H8,90.05,2023-08-12 08:00:00
8/12/2023,H9,83.02,2023-08-12 09:00:00
8/12/2023,H10,79.37,2023-08-12 10:00:00
8/12/2023,H11,69.4,2023-08-12 11:00:00
8/12/2023,H12,41.83,2023-08-12 12:00:00
8/12/2023,H13,25.45,2023-08-12 13:00:00
8/12/2023,H14,14.86,2023-08-12 14:00:00
8/12/2023,H15,12.59,2023-08-12 15:00:00
8/12/2023,H16,25.01,2023-08-12 16:00:00
8/12/2023,H17,74.44,2023-08-12 17:00:00
8/12/2023,H18,100.27,2023-08-12 18:00:00
8/12/2023,H19,114.81,2023-08-12 19:00:00
8/12/2023,H20,136.11,2023-08-12 20:00:00
8/12/2023,H21,156.54,2023-08-12 21:00:00
8/12/2023,H22,132.78,2023-08-12 22:00:00
8/12/2023,H23,123.71,2023-08-12 23:00:00
8/12/2023,H24,112.54,2023-08-12 00:00:00
8/13/2023,H1,9.48,2023-08-13 01:00:00
8/13/2023,H2,3.07,2023-08-13 02:00:00
8/13/2023,H3,1.36,2023-08-13 03:00:00
8/13/2023,H4,1.38,2023-08-13 04:00:00
8/13/2023,H5,16.85,2023-08-13 05:00:00
8/13/2023,H6,74.14,2023-08-13 06:00:00
8/13/2023,H7,105.61,2023-08-13 07:00:00
8/13/2023,H8,121.59,2023-08-13 08:00:00
8/13/2023,H9,119.5,2023-08-13 09:00:00
8/13/2023,H10,93.61,2023-08-13 10:00:00
8/13/2023,H11,84.23,2023-08-13 11:00:00
8/13/2023,H12,78.15,2023-08-13 12:00:00
8/13/2023,H13,81.41,2023-08-13 13:00:00
8/13/2023,H14,58.45,2023-08-13 14:00:00
8/13/2023,H15,91.15,2023-08-13 15:00:00
8/13/2023,H16,112.91,2023-08-13 16:00:00
8/13/2023,H17,137.04,2023-08-13 17:00:00
8/13/2023,H18,135.38,2023-08-13 18:00:00
8/13/2023,H19,132.79,2023-08-13 19:00:00
8/13/2023,H20,181.37,2023-08-13 20:00:00
8/13/2023,H21,137.74,2023-08-13 21:00:00
8/13/2023,H22,115.03,2023-08-13 22:00:00
8/13/2023,H23,88.38,2023-08-13 23:00:00
8/13/2023,H24,78.36,2023-08-13 00:00:00
8/14/2023,H1,72.11,2023-08-14 01:00:00
8/14/2023,H2,73.49,2023-08-14 02:00:00
8/14/2023,H3,59.82,2023-08-14 03:00:00
8/14/2023,H4,36.47,2023-08-14 04:00:00
8/14/2023,H5,73.53,2023-08-14 05:00:00
8/14/2023,H6,89.14,2023-08-14 06:00:00
8/14/2023,H7,124.48,2023-08-14 07:00:00
8/14/2023,H8,165.52,2023-08-14 08:00:00
8/14/2023,H9,145.12,2023-08-14 09:00:00
8/14/2023,H10,127.0,2023-08-14 10:00:00
8/14/2023,H11,122.27,2023-08-14 11:00:00
8/14/2023,H12,123.01,2023-08-14 12:00:00
8/14/2023,H13,124.17,2023-08-14 13:00:00
8/14/2023,H14,117.99,2023-08-14 14:00:00
8/14/2023,H15,117.89,2023-08-14 15:00:00
8/14/2023,H16,123.41,2023-08-14 16:00:00
8/14/2023,H17,133.22,2023-08-14 17:00:00
8/14/2023,H18,133.12,2023-08-14 18:00:00
8/14/2023,H19,152.75,2023-08-14 19:00:00
8/14/2023,H20,153.2,2023-08-14 20:00:00
8/14/2023,H21,117.15,2023-08-14 21:00:00
8/14/2023,H22,99.78,2023-08-14 22:00:00
8/14/2023,H23,97.19,2023-08-14 23:00:00
8/14/2023,H24,85.07,2023-08-14 00:00:00
8/15/2023,H1,24.97,2023-08-15 01:00:00
8/15/2023,H2,9.92,2023-08-15 02:00:00
8/15/2023,H3,4.1,2023-08-15 03:00:00
8/15/2023,H4,0.13,2023-08-15 04:00:00
8/15/2023,H5,0.07,2023-08-15 05:00:00
8/15/2023,H6,0.09,2023-08-15 06:00:00
8/15/2023,H7,2.33,2023-08-15 07:00:00
8/15/2023,H8,5.59,2023-08-15 08:00:00
8/15/2023,H9,15.81,2023-08-15 09:00:00
8/15/2023,H10,19.58,2023-08-15 10:00:00
8/15/2023,H11,13.85,2023-08-15 11:00:00
8/15/2023,H12,14.0,2023-08-15 12:00:00
8/15/2023,H13,12.93,2023-08-15 13:00:00
8/15/2023,H14,31.64,2023-08-15 14:00:00
8/15/2023,H15,47.03,2023-08-15 15:00:00
8/15/2023,H16,75.78,2023-08-15 16:00:00
8/15/2023,H17,96.08,2023-08-15 17:00:00
8/15/2023,H18,97.28,2023-08-15 18:00:00
8/15/2023,H19,104.34,2023-08-15 19:00:00
8/15/2023,H20,103.6,2023-08-15 20:00:00
8/15/2023,H21,89.74,2023-08-15 21:00:00
8/15/2023,H22,86.48,2023-08-15 22:00:00
8/15/2023,H23,88.05,2023-08-15 23:00:00
8/15/2023,H24,80.05,2023-08-15 00:00:00
8/16/2023,H1,74.01,2023-08-16 01:00:00
8/16/2023,H2,58.48,2023-08-16 02:00:00
8/16/2023,H3,59.03,2023-08-16 03:00:00
8/16/2023,H4,60.51,2023-08-16 04:00:00
8/16/2023,H5,62.05,2023-08-16 05:00:00
8/16/2023,H6,66.09,2023-08-16 06:00:00
8/16/2023,H7,118.83,2023-08-16 07:00:00
8/16/2023,H8,137.95,2023-08-16 08:00:00
8/16/2023,H9,126.13,2023-08-16 09:00:00
8/16/2023,H10,95.17,2023-08-16 10:00:00
8/16/2023,H11,86.1,2023-08-16 11:00:00
8/16/2023,H12,79.71,2023-08-16 12:00:00
8/16/2023,H13,76.5,2023-08-16 13:00:00
8/16/2023,H14,79.49,2023-08-16 14:00:00
8/16/2023,H15,83.43,2023-08-16 15:00:00
8/16/2023,H16,127.43,2023-08-16 16:00:00
8/16/2023,H17,155.52,2023-08-16 17:00:00
8/16/2023,H18,157.69,2023-08-16 18:00:00
8/16/2023,H19,153.08,2023-08-16 19:00:00
8/16/2023,H20,151.65,2023-08-16 20:00:00
8/16/2023,H21,127.83,2023-08-16 21:00:00
8/16/2023,H22,115.41,2023-08-16 22:00:00
8/16/2023,H23,114.52,2023-08-16 23:00:00
8/16/2023,H24,62.99,2023-08-16 00:00:00
8/17/2023,H1,131.68,2023-08-17 01:00:00
8/17/2023,H2,119.42,2023-08-17 02:00:00
8/17/2023,H3,103.25,2023-08-17 03:00:00
8/17/2023,H4,98.7,2023-08-17 04:00:00
8/17/2023,H5,127.19,2023-08-17 05:00:00
8/17/2023,H6,144.83,2023-08-17 06:00:00
8/17/2023,H7,178.85,2023-08-17 07:00:00
8/17/2023,H8,208.1,2023-08-17 08:00:00
8/17/2023,H9,235.18,2023-08-17 09:00:00
8/17/2023,H10,220.33,2023-08-17 10:00:00
8/17/2023,H11,212.96,2023-08-17 11:00:00
8/17/2023,H12,204.89,2023-08-17 12:00:00
8/17/2023,H13,191.89,2023-08-17 13:00:00
8/17/2023,H14,183.89,2023-08-17 14:00:00
8/17/2023,H15,184.32,2023-08-17 15:00:00
8/17/2023,H16,192.0,2023-08-17 16:00:00
8/17/2023,H17,200.0,2023-08-17 17:00:00
8/17/2023,H18,208.22,2023-08-17 18:00:00
8/17/2023,H19,206.1,2023-08-17 19:00:00
8/17/2023,H20,201.48,2023-08-17 20:00:00
8/17/2023,H21,176.45,2023-08-17 21:00:00
8/17/2023,H22,158.78,2023-08-17 22:00:00
8/17/2023,H23,155.03,2023-08-17 23:00:00
8/17/2023,H24,127.19,2023-08-17 00:00:00
8/18/2023,H1,81.43,2023-08-18 01:00:00
8/18/2023,H2,56.9,2023-08-18 02:00:00
8/18/2023,H3,54.38,2023-08-18 03:00:00
8/18/2023,H4,42.77,2023-08-18 04:00:00
8/18/2023,H5,76.09,2023-08-18 05:00:00
8/18/2023,H6,130.49,2023-08-18 06:00:00
8/18/2023,H7,181.94,2023-08-18 07:00:00
8/18/2023,H8,200.4,2023-08-18 08:00:00
8/18/2023,H9,186.99,2023-08-18 09:00:00
8/18/2023,H10,170.12,2023-08-18 10:00:00
8/18/2023,H11,118.82,2023-08-18 11:00:00
8/18/2023,H12,110.45,2023-08-18 12:00:00
8/18/2023,H13,89.81,2023-08-18 13:00:00
8/18/2023,H14,79.85,2023-08-18 14:00:00
8/18/2023,H15,111.54,2023-08-18 15:00:00
8/18/2023,H16,152.98,2023-08-18 16:00:00
8/18/2023,H17,132.77,2023-08-18 17:00:00
8/18/2023,H18,130.13,2023-08-18 18:00:00
8/18/2023,H19,147.45,2023-08-18 19:00:00
8/18/2023,H20,138.64,2023-08-18 20:00:00
8/18/2023,H21,117.19,2023-08-18 21:00:00
8/18/2023,H22,106.53,2023-08-18 22:00:00
8/18/2023,H23,103.97,2023-08-18 23:00:00
8/18/2023,H24,77.36,2023-08-18 00:00:00
8/19/2023,H1,124.0,2023-08-19 01:00:00
8/19/2023,H2,114.94,2023-08-19 02:00:00
8/19/2023,H3,113.06,2023-08-19 03:00:00
8/19/2023,H4,110.18,2023-08-19 04:00:00
8/19/2023,H5,110.25,2023-08-19 05:00:00
8/19/2023,H6,116.4,2023-08-19 06:00:00
8/19/2023,H7,135.77,2023-08-19 07:00:00
8/19/2023,H8,148.43,2023-08-19 08:00:00
8/19/2023,H9,148.51,2023-08-19 09:00:00
8/19/2023,H10,137.56,2023-08-19 10:00:00
8/19/2023,H11,122.75,2023-08-19 11:00:00
8/19/2023,H12,115.79,2023-08-19 12:00:00
8/19/2023,H13,105.61,2023-08-19 13:00:00
8/19/2023,H14,102.38,2023-08-19 14:00:00
8/19/2023,H15,105.1,2023-08-19 15:00:00
8/19/2023,H16,108.03,2023-08-19 16:00:00
8/19/2023,H17,117.56,2023-08-19 17:00:00
8/19/2023,H18,140.75,2023-08-19 18:00:00
8/19/2023,H19,151.52,2023-08-19 19:00:00
8/19/2023,H20,165.47,2023-08-19 20:00:00
8/19/2023,H21,152.36,2023-08-19 21:00:00
8/19/2023,H22,135.49,2023-08-19 22:00:00
8/19/2023,H23,127.5,2023-08-19 23:00:00
8/19/2023,H24,117.04,2023-08-19 00:00:00
8/20/2023,H1,100.19,2023-08-20 01:00:00
8/20/2023,H2,94.35,2023-08-20 02:00:00
8/20/2023,H3,96.76,2023-08-20 03:00:00
8/20/2023,H4,94.98,2023-08-20 04:00:00
8/20/2023,H5,97.18,2023-08-20 05:00:00
8/20/2023,H6,102.78,2023-08-20 06:00:00
8/20/2023,H7,127.97,2023-08-20 07:00:00
8/20/2023,H8,144.48,2023-08-20 08:00:00
8/20/2023,H9,144.68,2023-08-20 09:00:00
8/20/2023,H10,129.94,2023-08-20 10:00:00
8/20/2023,H11,107.45,2023-08-20 11:00:00
8/20/2023,H12,96.94,2023-08-20 12:00:00
8/20/2023,H13,94.23,2023-08-20 13:00:00
8/20/2023,H14,89.61,2023-08-20 14:00:00
8/20/2023,H15,88.69,2023-08-20 15:00:00
8/20/2023,H16,87.17,2023-08-20 16:00:00
8/20/2023,H17,92.09,2023-08-20 17:00:00
8/20/2023,H18,103.76,2023-08-20 18:00:00
8/20/2023,H19,128.99,2023-08-20 19:00:00
8/20/2023,H20,203.22,2023-08-20 20:00:00
8/20/2023,H21,246.15,2023-08-20 21:00:00
8/20/2023,H22,159.62,2023-08-20 22:00:00
8/20/2023,H23,129.78,2023-08-20 23:00:00
8/20/2023,H24,102.18,2023-08-20 00:00:00
8/21/2023,H1,78.74,2023-08-21 01:00:00
8/21/2023,H2,74.0,2023-08-21 02:00:00
8/21/2023,H3,68.07,2023-08-21 03:00:00
8/21/2023,H4,65.37,2023-08-21 04:00:00
8/21/2023,H5,64.62,2023-08-21 05:00:00
8/21/2023,H6,64.48,2023-08-21 06:00:00
8/21/2023,H7,62.08,2023-08-21 07:00:00
8/21/2023,H8,62.46,2023-08-21 08:00:00
8/21/2023,H9,59.76,2023-08-21 09:00:00
8/21/2023,H10,40.04,2023-08-21 10:00:00
8/21/2023,H11,4.78,2023-08-21 11:00:00
8/21/2023,H12,0.93,2023-08-21 12:00:00
8/21/2023,H13,0.78,2023-08-21 13:00:00
8/21/2023,H14,-0.04,2023-08-21 14:00:00
8/21/2023,H15,-0.08,2023-08-21 15:00:00
8/21/2023,H16,0.0,2023-08-21 16:00:00
8/21/2023,H17,1.32,2023-08-21 17:00:00
8/21/2023,H18,25.94,2023-08-21 18:00:00
8/21/2023,H19,53.68,2023-08-21 19:00:00
8/21/2023,H20,78.44,2023-08-21 20:00:00
8/21/2023,H21,87.69,2023-08-21 21:00:00
8/21/2023,H22,81.06,2023-08-21 22:00:00
8/21/2023,H23,78.6,2023-08-21 23:00:00
8/21/2023,H24,73.02,2023-08-21 00:00:00
8/22/2023,H1,124.3,2023-08-22 01:00:00
8/22/2023,H2,115.82,2023-08-22 02:00:00
8/22/2023,H3,103.59,2023-08-22 03:00:00
8/22/2023,H4,105.64,2023-08-22 04:00:00
8/22/2023,H5,105.11,2023-08-22 05:00:00
8/22/2023,H6,112.72,2023-08-22 06:00:00
8/22/2023,H7,132.71,2023-08-22 07:00:00
8/22/2023,H8,148.19,2023-08-22 08:00:00
8/22/2023,H9,155.56,2023-08-22 09:00:00
8/22/2023,H10,130.72,2023-08-22 10:00:00
8/22/2023,H11,115.71,2023-08-22 11:00:00
8/22/2023,H12,105.61,2023-08-22 12:00:00
8/22/2023,H13,105.55,2023-08-22 13:00:00
8/22/2023,H14,95.65,2023-08-22 14:00:00
8/22/2023,H15,95.1,2023-08-22 15:00:00
8/22/2023,H16,101.6,2023-08-22 16:00:00
8/22/2023,H17,109.56,2023-08-22 17:00:00
8/22/2023,H18,120.58,2023-08-22 18:00:00
8/22/2023,H19,140.0,2023-08-22 19:00:00
8/22/2023,H20,160.59,2023-08-22 20:00:00
8/22/2023,H21,165.08,2023-08-22 21:00:00
8/22/2023,H22,150.0,2023-08-22 22:00:00
8/22/2023,H23,138.0,2023-08-22 23:00:00
8/22/2023,H24,122.14,2023-08-22 00:00:00
8/23/2023,H1,106.94,2023-08-23 01:00:00
8/23/2023,H2,101.91,2023-08-23 02:00:00
8/23/2023,H3,95.35,2023-08-23 03:00:00
8/23/2023,H4,92.05,2023-08-23 04:00:00
8/23/2023,H5,92.66,2023-08-23 05:00:00
8/23/2023,H6,96.55,2023-08-23 06:00:00
8/23/2023,H7,121.19,2023-08-23 07:00:00
8/23/2023,H8,116.7,2023-08-23 08:00:00
8/23/2023,H9,111.45,2023-08-23 09:00:00
8/23/2023,H10,99.51,2023-08-23 10:00:00
8/23/2023,H11,88.39,2023-08-23 11:00:00
8/23/2023,H12,89.58,2023-08-23 12:00:00
8/23/2023,H13,96.43,2023-08-23 13:00:00
8/23/2023,H14,90.05,2023-08-23 14:00:00
8/23/2023,H15,90.0,2023-08-23 15:00:00
8/23/2023,H16,81.66,2023-08-23 16:00:00
8/23/2023,H17,81.65,2023-08-23 17:00:00
8/23/2023,H18,88.32,2023-08-23 18:00:00
8/23/2023,H19,174.34,2023-08-23 19:00:00
8/23/2023,H20,250.43,2023-08-23 20:00:00
8/23/2023,H21,242.34,2023-08-23 21:00:00
8/23/2023,H22,220.1,2023-08-23 22:00:00
8/23/2023,H23,147.18,2023-08-23 23:00:00
8/23/2023,H24,125.01,2023-08-23 00:00:00
8/24/2023,H1,113.99,2023-08-24 01:00:00
8/24/2023,H2,110.59,2023-08-24 02:00:00
8/24/2023,H3,105.17,2023-08-24 03:00:00
8/24/2023,H4,105.11,2023-08-24 04:00:00
8/24/2023,H5,103.78,2023-08-24 05:00:00
8/24/2023,H6,106.0,2023-08-24 06:00:00
8/24/2023,H7,106.28,2023-08-24 07:00:00
8/24/2023,H8,99.69,2023-08-24 08:00:00
8/24/2023,H9,98.99,2023-08-24 09:00:00
8/24/2023,H10,86.62,2023-08-24 10:00:00
8/24/2023,H11,75.36,2023-08-24 11:00:00
8/24/2023,H12,44.0,2023-08-24 12:00:00
8/24/2023,H13,20.98,2023-08-24 13:00:00
8/24/2023,H14,13.25,2023-08-24 14:00:00
8/24/2023,H15,13.84,2023-08-24 15:00:00
8/24/2023,H16,33.81,2023-08-24 16:00:00
8/24/2023,H17,78.98,2023-08-24 17:00:00
8/24/2023,H18,95.1,2023-08-24 18:00:00
8/24/2023,H19,112.0,2023-08-24 19:00:00
8/24/2023,H20,128.8,2023-08-24 20:00:00
8/24/2023,H21,140.0,2023-08-24 21:00:00
8/24/2023,H22,139.54,2023-08-24 22:00:00
8/24/2023,H23,126.71,2023-08-24 23:00:00
8/24/2023,H24,111.95,2023-08-24 00:00:00
8/25/2023,H1,89.54,2023-08-25 01:00:00
8/25/2023,H2,62.08,2023-08-25 02:00:00
8/25/2023,H3,49.78,2023-08-25 03:00:00
8/25/2023,H4,56.37,2023-08-25 04:00:00
8/25/2023,H5,65.3,2023-08-25 05:00:00
8/25/2023,H6,111.98,2023-08-25 06:00:00
8/25/2023,H7,120.29,2023-08-25 07:00:00
8/25/2023,H8,132.67,2023-08-25 08:00:00
8/25/2023,H9,105.67,2023-08-25 09:00:00
8/25/2023,H10,86.66,2023-08-25 10:00:00
8/25/2023,H11,68.28,2023-08-25 11:00:00
8/25/2023,H12,65.29,2023-08-25 12:00:00
8/25/2023,H13,75.56,2023-08-25 13:00:00
8/25/2023,H14,74.48,2023-08-25 14:00:00
8/25/2023,H15,77.37,2023-08-25 15:00:00
8/25/2023,H16,78.89,2023-08-25 16:00:00
8/25/2023,H17,87.97,2023-08-25 17:00:00
8/25/2023,H18,123.17,2023-08-25 18:00:00
8/25/2023,H19,171.32,2023-08-25 19:00:00
8/25/2023,H20,204.37,2023-08-25 20:00:00
